"보안등위치명",설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치연도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
"행운동340",1,서울특별시 관악구 남부순환로233길 21,서울특별시 관악구 봉천동 1672-5,37.480233,126.958415,,한전주,02-879-6781,관악구청,2020-12-07
"행운동341",1,서울특별시 관악구 남부순환로233길 21,서울특별시 관악구 봉천동 1672-5,37.480232,126.958380,,한전주,02-879-6781,관악구청,2020-12-07
"행운동342",1,서울특별시 관악구 남부순환로233길 19-10,서울특별시 관악구 봉천동 1672-7,37.480353,126.958081,,한전주,02-879-6781,관악구청,2020-12-07
"행운동343",1,서울특별시 관악구 행운1길 26-5,서울특별시 관악구 봉천동 1672-14,37.480390,126.957928,,한전주,02-879-6781,관악구청,2020-12-07
"행운동344",1,서울특별시 관악구 행운1길 25,서울특별시 관악구 봉천동 1673-23,37.480090,126.957680,,한전주,02-879-6781,관악구청,2020-12-07
"행운동345",1,서울특별시 관악구 남부순환로233길 11,서울특별시 관악구 봉천동 1673-25,37.480045,126.957837,,,02-879-6781,관악구청,2020-12-07
"행운동346",1,서울특별시 관악구 남부순환로 1869-6,서울특별시 관악구 봉천동 1673-28,37.479798,126.957686,,건축물,02-879-6781,관악구청,2020-12-07
"행운동347",1,서울특별시 관악구 남부순환로233길 6,서울특별시 관악구 봉천동 1674-2,37.479712,126.957943,,한전주,02-879-6781,관악구청,2020-12-07
"행운동348",1,서울특별시 관악구 남부순환로233길 11,서울특별시 관악구 봉천동 1673-25,37.479906,126.957935,,건축물,02-879-6781,관악구청,2020-12-07
"행운동349",1,서울특별시 관악구 행운1길 15,서울특별시 관악구 봉천동 1674-1,37.479969,126.958074,,한전주,02-879-6781,관악구청,2020-12-07
"행운동350",1,서울특별시 관악구 남부순환로233길 16,서울특별시 관악구 봉천동 1675-10,37.480018,126.958210,,한전주,02-879-6781,관악구청,2020-12-07
"행운동351",1,서울특별시 관악구 행운1길 14,서울특별시 관악구 봉천동 1675-11,37.479908,126.958499,,,02-879-6781,관악구청,2020-12-07
"행운동352",1,서울특별시 관악구 행운1길 9,서울특별시 관악구 봉천동 1674-8,37.479843,126.958477,,한전주,02-879-6781,관악구청,2020-12-07
"행운동353",1,서울특별시 관악구 행운1길 11-4,서울특별시 관악구 봉천동 1674-6,37.479655,126.958328,,건축물,02-879-6781,관악구청,2020-12-07
"행운동354",1,서울특별시 관악구 행운1길 6-3,서울특별시 관악구 봉천동 1675-6,37.479964,126.958835,,한전주,02-879-6781,관악구청,2020-12-07
"행운동355",1,서울특별시 관악구 행운1길 5,서울특별시 관악구 봉천동 1674-13,37.479721,126.958778,,한전주,02-879-6781,관악구청,2020-12-07
"행운동356",1,서울특별시 관악구 행운1길 2,서울특별시 관악구 봉천동 1675-20,37.479696,126.959053,,,02-879-6781,관악구청,2020-12-07
"행운동357",1,서울특별시 관악구 행운길 9,서울특별시 관악구 봉천동 1674-15,37.479496,126.958937,,,02-879-6781,관악구청,2020-12-07
"행운동358",1,서울특별시 관악구 행운길 7-3,서울특별시 관악구 봉천동 1674-18,37.479556,126.958697,,건축물,02-879-6781,관악구청,2020-12-07
"행운동359",1,서울특별시 관악구 남부순환로 1883,서울특별시 관악구 봉천동 1679-30,37.479250,126.959126,,,02-879-6781,관악구청,2020-12-07
"행운동360",1,서울특별시 관악구 남부순환로 1883,서울특별시 관악구 봉천동 1679-30,37.479162,126.959338,,한전주,02-879-6781,관악구청,2020-12-07
"행운동361",1,서울특별시 관악구 행운길 17,서울특별시 관악구 봉천동 1675-18,37.479860,126.959260,,한전주,02-879-6781,관악구청,2020-12-07
"행운동362",1,서울특별시 관악구 행운길 21,서울특별시 관악구 봉천동 1675-1,37.480055,126.959378,,한전주,02-879-6781,관악구청,2020-12-07
"행운동363",1,서울특별시 관악구 행운길 21,서울특별시 관악구 봉천동 1675-1,37.480125,126.959281,,한전주,02-879-6781,관악구청,2020-12-07
"행운동364",1,서울특별시 관악구 남부순환로233길 34,서울특별시 관악구 봉천동 101-2,37.480425,126.959218,,건축물,02-879-6781,관악구청,2020-12-07
"행운동365",1,서울특별시 관악구 행운1길 6-3,서울특별시 관악구 봉천동 1675-6,37.480125,126.958944,,전용주,02-879-6781,관악구청,2020-12-07
"행운동366",1,서울특별시 관악구 행운길 23-26,서울특별시 관악구 봉천동 1676-2,37.480306,126.958991,,,02-879-6781,관악구청,2020-12-07
"행운동367",1,서울특별시 관악구 남부순환로233길 26,서울특별시 관악구 봉천동 1675-7,37.480285,126.958855,,한전주,02-879-6781,관악구청,2020-12-07
"행운동368",1,서울특별시 관악구 행운길 27,서울특별시 관악구 봉천동 1676-3,37.480250,126.959374,,,02-879-6781,관악구청,2020-12-07
"행운동369",1,서울특별시 관악구 행운4길 9,서울특별시 관악구 봉천동 1677-6,37.479903,126.959849,,한전주,02-879-6781,관악구청,2020-12-07
"행운동370",1,서울특별시 관악구 행운4길 15,서울특별시 관악구 봉천동 1677-8,37.479857,126.960155,,,02-879-6781,관악구청,2020-12-07
"행운동371",1,서울특별시 관악구 행운4길 18,서울특별시 관악구 봉천동 1678-11,37.479743,126.960259,,한전주,02-879-6781,관악구청,2020-12-07
"행운동372",1,서울특별시 관악구 행운4길 18,서울특별시 관악구 봉천동 1678-11,37.479625,126.960269,,건축물,02-879-6781,관악구청,2020-12-07
"행운동373",1,서울특별시 관악구 행운2길 15-3,서울특별시 관악구 봉천동 1678-16,37.479524,126.960133,,건축물,02-879-6781,관악구청,2020-12-07
"행운동374",1,서울특별시 관악구 행운2길 13,서울특별시 관악구 봉천동 1678-18,37.479359,126.959909,,,02-879-6781,관악구청,2020-12-07
"행운동375",1,서울특별시 관악구 행운2길 16,서울특별시 관악구 봉천동 1679-6,37.479299,126.959794,,한전주,02-879-6781,관악구청,2020-12-07
"행운동376",1,서울특별시 관악구 행운2길 10,서울특별시 관악구 봉천동 1679-3,37.479448,126.959410,,한전주,02-879-6781,관악구청,2020-12-07
"행운동377",1,서울특별시 관악구 행운길 12,서울특별시 관악구 봉천동 1679-1,37.479550,126.959149,,한전주,02-879-6781,관악구청,2020-12-07
"행운동378",1,서울특별시 관악구 행운2길 20,서울특별시 관악구 봉천동 1679-7,37.479226,126.959993,,한전주,02-879-6781,관악구청,2020-12-07
"행운동379",1,서울특별시 관악구 행운2길 20,서울특별시 관악구 봉천동 1679-7,37.479104,126.960206,,한전주,02-879-6781,관악구청,2020-12-07
"행운동380",1,서울특별시 관악구 행운2길 20,서울특별시 관악구 봉천동 1679-7,37.479158,126.960171,,한전주,02-879-6781,관악구청,2020-12-07
"행운동381",1,서울특별시 관악구 남부순환로 1895,서울특별시 관악구 봉천동 1680-11,37.478856,126.960195,,한전주,02-879-6781,관악구청,2020-12-07
"행운동382",1,서울특별시 관악구 남부순환로237길 6-5,서울특별시 관악구 봉천동 1680-8,37.478778,126.960460,,건축물,02-879-6781,관악구청,2020-12-07
"행운동383",1,서울특별시 관악구 행운2길 28,서울특별시 관악구 봉천동 1680-1,37.479092,126.960363,,한전주,02-879-6781,관악구청,2020-12-07
"행운동384",1,서울특별시 관악구 남부순환로237길 19,서울특별시 관악구 봉천동 1678-25,37.479381,126.960551,,한전주,02-879-6781,관악구청,2020-12-07
"행운동385",1,서울특별시 관악구 남부순환로237길 21,서울특별시 관악구 봉천동 1678-23,37.479549,126.960751,,,02-879-6781,관악구청,2020-12-07
"행운동386",1,서울특별시 관악구 남부순환로237길 30,서울특별시 관악구 봉천동 1682-4,37.479635,126.961023,,,02-879-6781,관악구청,2020-12-07
"행운동387",1,서울특별시 관악구 행운4길 25-5,서울특별시 관악구 봉천동 1677-14,37.479797,126.960873,,건축물,02-879-6781,관악구청,2020-12-07
"행운동388",1,서울특별시 관악구 남부순환로237길 34,서울특별시 관악구 봉천동 1682-1,37.479789,126.961224,,한전주,02-879-6781,관악구청,2020-12-07
"행운동389",1,서울특별시 관악구 남부순환로237길 37,서울특별시 관악구 봉천동 1677-15,37.480014,126.960929,,한전주,02-879-6781,관악구청,2020-12-07
"행운동390",1,서울특별시 관악구 남부순환로237길 45,서울특별시 관악구 봉천동 100-535,37.480220,126.960757,,한전주,02-879-6781,관악구청,2020-12-07
"행운동391",1,서울특별시 관악구 남부순환로237길 47,서울특별시 관악구 봉천동 100-307,37.480240,126.960752,,한전주,02-879-6781,관악구청,2020-12-07
"행운동392",1,서울특별시 관악구 행운6길 16-5,서울특별시 관악구 봉천동 100-306,37.480371,126.960864,,전용주,02-879-6781,관악구청,2020-12-07
"행운동393",1,서울특별시 관악구 남부순환로237길 53,서울특별시 관악구 봉천동 100-305,37.480484,126.960965,,한전주,02-879-6781,관악구청,2020-12-07
"행운동394",1,서울특별시 관악구 남부순환로237길 61,서울특별시 관악구 봉천동 100-299,37.480774,126.961226,,한전주,02-879-6781,관악구청,2020-12-07
"행운동395",1,서울특별시 관악구 남부순환로237길 60,서울특별시 관악구 봉천동 100-569,37.481007,126.961517,,한전주,02-879-6781,관악구청,2020-12-07
"행운동396",1,서울특별시 관악구 남부순환로237길 60,서울특별시 관악구 봉천동 100-569,37.481238,126.961720,,한전주,02-879-6781,관악구청,2020-12-07
"행운동397",1,서울특별시 관악구 남부순환로237길 79,서울특별시 관악구 봉천동 100-178,37.481498,126.961856,,,02-879-6781,관악구청,2020-12-07
"행운동398",1,서울특별시 관악구 남부순환로237길 85,서울특별시 관악구 봉천동 100-175,37.481638,126.961984,,,02-879-6781,관악구청,2020-12-07
"행운동399",1,서울특별시 관악구 행운10길 14,서울특별시 관악구 봉천동 100-188,37.481970,126.961776,,한전주,02-879-6781,관악구청,2020-12-07
"행운동400",1,서울특별시 관악구 행운8길 15-9,서울특별시 관악구 봉천동 100-190,37.481798,126.961621,,건축물,02-879-6781,관악구청,2020-12-07
"행운동401",1,서울특별시 관악구 행운8길 15-3,서울특별시 관악구 봉천동 100-193,37.481620,126.961455,,한전주,02-879-6781,관악구청,2020-12-07
"행운동402",1,서울특별시 관악구 남부순환로237길 75,서울특별시 관악구 봉천동 100-180,37.481377,126.961536,,한전주,02-879-6781,관악구청,2020-12-07
"행운동403",1,서울특별시 관악구 행운8길 18,서울특별시 관악구 봉천동 100-542,37.481410,126.961344,,건축물,02-879-6781,관악구청,2020-12-07
"행운동404",1,서울특별시 관악구 행운6길 15-12,서울특별시 관악구 봉천동 100-293,37.481239,126.961188,,전용주,02-879-6781,관악구청,2020-12-07
"행운동405",1,서울특별시 관악구 행운6길 15-5,서울특별시 관악구 봉천동 100-288,37.481072,126.960937,,,02-879-6781,관악구청,2020-12-07
"행운동406",1,서울특별시 관악구 행운6길 15,서울특별시 관악구 봉천동 100-297,37.480872,126.960847,,한전주,02-879-6781,관악구청,2020-12-07
"행운동407",1,서울특별시 관악구 행운6길 16-4,서울특별시 관악구 봉천동 100-319,37.480675,126.960548,,한전주,02-879-6781,관악구청,2020-12-07
"행운동408",1,서울특별시 관악구 행운6길 16-9,서울특별시 관악구 봉천동 100-314,37.480416,126.960399,,한전주,02-879-6781,관악구청,2020-12-07
"행운동409",1,서울특별시 관악구 남부순환로237길 47,서울특별시 관악구 봉천동 100-307,37.480341,126.960563,,건축물,02-879-6781,관악구청,2020-12-07
"행운동410",1,서울특별시 관악구 행운길 32-12,서울특별시 관악구 봉천동 106-25,37.480317,126.960253,,건축물,02-879-6781,관악구청,2020-12-07
"행운동411",1,서울특별시 관악구 행운길 32-10,서울특별시 관악구 봉천동 106-24,37.480179,126.960184,,건축물,02-879-6781,관악구청,2020-12-07
"행운동412",1,서울특별시 관악구 행운6길 16-19,서울특별시 관악구 봉천동 100-310,37.480105,126.960380,,건축물,02-879-6781,관악구청,2020-12-07
"행운동413",1,서울특별시 관악구 행운6길 8,서울특별시 관악구 봉천동 100-502,37.480969,126.960287,,건축물,02-879-6781,관악구청,2020-12-07
"행운동414",1,서울특별시 관악구 행운6길 9,서울특별시 관악구 봉천동 100-285,37.481068,126.960522,,한전주,02-879-6781,관악구청,2020-12-07
"행운동415",1,서울특별시 관악구 행운6길 9,서울특별시 관악구 봉천동 100-285,37.481100,126.960520,,한전주,02-879-6781,관악구청,2020-12-07
"행운동416",1,서울특별시 관악구 행운6길 7-8,서울특별시 관악구 봉천동 100-450,37.481309,126.960725,,전용주,02-879-6781,관악구청,2020-12-07
"행운동417",1,서울특별시 관악구 행운6길 7-14,서울특별시 관악구 봉천동 100-281,37.481437,126.960848,,한전주,02-879-6781,관악구청,2020-12-07
"행운동418",1,서울특별시 관악구 행운8길 9,서울특별시 관악구 봉천동 100-195,37.481651,126.961097,,한전주,02-879-6781,관악구청,2020-12-07
"행운동419",1,서울특별시 관악구 행운8길 9,서울특별시 관악구 봉천동 100-195,37.481691,126.961092,,한전주,02-879-6781,관악구청,2020-12-07
"행운동420",1,서울특별시 관악구 행운8길 7-10,서울특별시 관악구 봉천동 100-199,37.481927,126.961323,,한전주,02-879-6781,관악구청,2020-12-07
"행운동421",1,서울특별시 관악구 행운2길 32,서울특별시 관악구 봉천동 1680-5,37.478920,126.960810,,한전주,02-879-6781,관악구청,2020-12-07
"행운동422",1,서울특별시 관악구 행운2길 32,서울특별시 관악구 봉천동 1680-5,37.478859,126.960770,,건축물,02-879-6781,관악구청,2020-12-07
"행운동423",1,서울특별시 관악구 행운2길 37-1,서울특별시 관악구 봉천동 1681-20,37.479073,126.961035,,한전주,02-879-6781,관악구청,2020-12-07
"행운동424",1,서울특별시 관악구 행운2길 38,서울특별시 관악구 봉천동 1680-21,37.478803,126.961107,,한전주,02-879-6781,관악구청,2020-12-07
"행운동425",1,서울특별시 관악구 행운2길 46,서울특별시 관악구 봉천동 1680-24,37.478713,126.961331,,한전주,02-879-6781,관악구청,2020-12-07
"행운동426",1,서울특별시 관악구 행운2길 46,서울특별시 관악구 봉천동 1680-24,37.478528,126.961372,,한전주,02-879-6781,관악구청,2020-12-07
"행운동427",1,서울특별시 관악구 남부순환로 1905,서울특별시 관악구 봉천동 1680-31,37.478369,126.961276,,전용주,02-879-6781,관악구청,2020-12-07
"행운동428",1,서울특별시 관악구 남부순환로239길 6,서울특별시 관악구 봉천동 1685-13,37.478314,126.961374,,,02-879-6781,관악구청,2020-12-07
"행운동429",1,서울특별시 관악구 남부순환로239길 6,서울특별시 관악구 봉천동 1685-13,37.478337,126.961456,,건축물,02-879-6781,관악구청,2020-12-07
"행운동430",1,서울특별시 관악구 남부순환로239길 6-7,서울특별시 관악구 봉천동 1685-11,37.478237,126.961588,,,02-879-6781,관악구청,2020-12-07
"행운동431",1,서울특별시 관악구 남부순환로239길 6-9,서울특별시 관악구 봉천동 1685-10,37.478169,126.961786,,한전주,02-879-6781,관악구청,2020-12-07
"행운동432",1,서울특별시 관악구 남부순환로241길 12,서울특별시 관악구 봉천동 1685-24,37.478266,126.962100,,한전주,02-879-6781,관악구청,2020-12-07
"행운동433",1,서울특별시 관악구 행운2길 66-6,서울특별시 관악구 봉천동 1685-23,37.478167,126.962176,,건축물,02-879-6781,관악구청,2020-12-07
"행운동434",1,서울특별시 관악구 행운2길 66-6,서울특별시 관악구 봉천동 1685-23,37.478117,126.962310,,건축물,02-879-6781,관악구청,2020-12-07
"행운동435",1,서울특별시 관악구 행운2길 64,서울특별시 관악구 봉천동 1685-25,37.478296,126.962360,,건축물,02-879-6781,관악구청,2020-12-07
"행운동436",1,서울특별시 관악구 남부순환로241길 11,서울특별시 관악구 봉천동 1685-7,37.478396,126.962183,,한전주,02-879-6781,관악구청,2020-12-07
"행운동437",1,서울특별시 관악구 행운2길 59,서울특별시 관악구 봉천동 1684-16,37.478473,126.962151,,한전주,02-879-6781,관악구청,2020-12-07
"행운동438",1,서울특별시 관악구 행운2길 57,서울특별시 관악구 봉천동 1684-15,37.478554,126.961956,,건축물,02-879-6781,관악구청,2020-12-07
"행운동439",1,서울특별시 관악구 행운2길 54,서울특별시 관악구 봉천동 1685-4,37.478428,126.961825,,건축물,02-879-6781,관악구청,2020-12-07
"행운동440",1,서울특별시 관악구 행운2길 52,서울특별시 관악구 봉천동 1685-1,37.478635,126.961567,,한전주,02-879-6781,관악구청,2020-12-07
"행운동441",1,서울특별시 관악구 남부순환로239길 16,서울특별시 관악구 봉천동 1684-10,37.478809,126.961668,,건축물,02-879-6781,관악구청,2020-12-07
"행운동442",1,서울특별시 관악구 행운4길 50,서울특별시 관악구 봉천동 1684-1,37.478975,126.961926,,건축물,02-879-6781,관악구청,2020-12-07
"행운동443",1,서울특별시 관악구 행운4길 48,서울특별시 관악구 봉천동 1681-11,37.479090,126.961742,,건축물,02-879-6781,관악구청,2020-12-07
"행운동444",1,서울특별시 관악구 행운4길 47,서울특별시 관악구 봉천동 1682-11,37.479203,126.961856,,한전주,02-879-6781,관악구청,2020-12-07
"행운동445",1,서울특별시 관악구 행운4길 47,서울특별시 관악구 봉천동 1682-11,37.479220,126.961890,,,02-879-6781,관악구청,2020-12-07
"행운동446",1,서울특별시 관악구 행운4길 39,서울특별시 관악구 봉천동 1682-6,37.479338,126.961497,,한전주,02-879-6781,관악구청,2020-12-07
"행운동447",1,서울특별시 관악구 행운4길 39,서울특별시 관악구 봉천동 1682-6,37.479436,126.961239,,건축물,02-879-6781,관악구청,2020-12-07
"행운동448",1,서울특별시 관악구 남부순환로239길 31,서울특별시 관악구 봉천동 148-101,37.479405,126.961995,,전용주,02-879-6781,관악구청,2020-12-07
"행운동449",1,서울특별시 관악구 남부순환로239길 37,서울특별시 관악구 봉천동 148-116,37.479646,126.962135,,,02-879-6781,관악구청,2020-12-07
"행운동450",1,서울특별시 관악구 남부순환로239길 43,서울특별시 관악구 봉천동 148-80,37.479832,126.962241,,한전주,02-879-6781,관악구청,2020-12-07
"행운동451",1,서울특별시 관악구 남부순환로239길 47,서울특별시 관악구 봉천동 148-151,37.480039,126.962355,,한전주,02-879-6781,관악구청,2020-12-07
"행운동452",1,서울특별시 관악구 행운4길 55-26,서울특별시 관악구 봉천동 148-68,37.480062,126.962530,,건축물,02-879-6781,관악구청,2020-12-07
"행운동453",1,서울특별시 관악구 행운4길 55-17,서울특별시 관악구 봉천동 148-73,37.479773,126.962632,,한전주,02-879-6781,관악구청,2020-12-07
"행운동454",1,서울특별시 관악구 행운4길 55-16,서울특별시 관악구 봉천동 148-117,37.479586,126.962605,,한전주,02-879-6781,관악구청,2020-12-07
"행운동455",1,서울특별시 관악구 행운4길 55-9,서울특별시 관악구 봉천동 148-90,37.479378,126.962398,,,02-879-6781,관악구청,2020-12-07
"행운동456",1,서울특별시 관악구 행운4길 55-8,서울특별시 관악구 봉천동 148-120,37.479284,126.962426,,한전주,02-879-6781,관악구청,2020-12-07
"행운동457",1,서울특별시 관악구 행운4길 54,서울특별시 관악구 봉천동 1684-2,37.479016,126.962123,,,02-879-6781,관악구청,2020-12-07
"행운동458",1,서울특별시 관악구 행운4길 58,서울특별시 관악구 봉천동 1684-4,37.478968,126.962247,,한전주,02-879-6781,관악구청,2020-12-07
"행운동459",1,서울특별시 관악구 행운4길 62,서울특별시 관악구 봉천동 1684-21,37.478898,126.962419,,한전주,02-879-6781,관악구청,2020-12-07
"행운동460",1,서울특별시 관악구 남부순환로241길 33,서울특별시 관악구 봉천동 148-46,37.479110,126.962721,,한전주,02-879-6781,관악구청,2020-12-07
"행운동461",1,서울특별시 관악구 솔밭로5길 11-10,서울특별시 관악구 봉천동 148-54,37.479349,126.962790,,,02-879-6781,관악구청,2020-12-07
"행운동462",1,서울특별시 관악구 솔밭로5길 11-10,서울특별시 관악구 봉천동 148-54,37.479488,126.962861,,건축물,02-879-6781,관악구청,2020-12-07
"행운동463",1,서울특별시 관악구 솔밭로5길 11-8,서울특별시 관악구 봉천동 148-53,37.479603,126.962929,,,02-879-6781,관악구청,2020-12-07
"행운동464",1,서울특별시 관악구 솔밭로5길 11,서울특별시 관악구 봉천동 148-28,37.479817,126.963058,,,02-879-6781,관악구청,2020-12-07
"행운동465",1,서울특별시 관악구 솔밭로5길 19,서울특별시 관악구 봉천동 148-26,37.480040,126.962853,,한전주,02-879-6781,관악구청,2020-12-07
"행운동466",1,서울특별시 관악구 남부순환로239길 56,서울특별시 관악구 봉천동 148-18,37.480287,126.962742,,,02-879-6781,관악구청,2020-12-07
"행운동467",1,서울특별시 관악구 남부순환로239길 56,서울특별시 관악구 봉천동 148-18,37.480399,126.962596,,한전주,02-879-6781,관악구청,2020-12-07
"행운동468",1,서울특별시 관악구,서울특별시 관악구 봉천동 148-75,37.480380,126.962579,,한전주,02-879-6781,관악구청,2020-12-07
"행운동469",1,서울특별시 관악구,서울특별시 관악구 봉천동 148-75,37.480292,126.962529,,한전주,02-879-6781,관악구청,2020-12-07
"행운동470",1,서울특별시 관악구 남부순환로239길 51,서울특별시 관악구 봉천동 148-77,37.480202,126.962458,,,02-879-6781,관악구청,2020-12-07
"행운동471",1,서울특별시 관악구 남부순환로239길 61,서울특별시 관악구 봉천동 148-10,37.480715,126.962831,,한전주,02-879-6781,관악구청,2020-12-07
"행운동472",1,서울특별시 관악구 솔밭로7길 27,서울특별시 관악구 봉천동 148-15,37.480615,126.963100,,한전주,02-879-6781,관악구청,2020-12-07
"행운동473",1,서울특별시 관악구 솔밭로7길 21,서울특별시 관악구 봉천동 151-2,37.480572,126.963212,,한전주,02-879-6781,관악구청,2020-12-07
"행운동474",1,서울특별시 관악구 솔밭로7길 11-28,서울특별시 관악구 봉천동 148-19,37.480415,126.962965,,건축물,02-879-6781,관악구청,2020-12-07
"행운동475",1,서울특별시 관악구 솔밭로7길 11-14,서울특별시 관악구 봉천동 151-8,37.480240,126.963191,,건축물,02-879-6781,관악구청,2020-12-07
"행운동476",1,서울특별시 관악구 솔밭로5길 10,서울특별시 관악구 봉천동 148-31,37.479907,126.963202,,한전주,02-879-6781,관악구청,2020-12-07
"행운동477",1,서울특별시 관악구 솔밭로7길 11-7,서울특별시 관악구 봉천동 148-2,37.479979,126.963349,,건축물,02-879-6781,관악구청,2020-12-07
"행운동478",1,서울특별시 관악구 솔밭로7길 9,서울특별시 관악구 봉천동 148-7,37.480082,126.963575,,한전주,02-879-6781,관악구청,2020-12-07
"행운동479",1,서울특별시 관악구 솔밭로7길 16,서울특별시 관악구 봉천동 1713,37.480365,126.963543,,한전주,02-879-6781,관악구청,2020-12-07
"행운동480",1,서울특별시 관악구 솔밭로7길 17,서울특별시 관악구 봉천동 151-4,37.480253,126.963470,,건축물,02-879-6781,관악구청,2020-12-07
"행운동481",1,서울특별시 관악구,서울특별시 관악구 봉천동 1713,37.480166,126.963709,,한전주,02-879-6781,관악구청,2020-12-07
"행운동482",1,서울특별시 관악구 솔밭로7길 9,서울특별시 관악구 봉천동 148-7,37.479961,126.963725,,한전주,02-879-6781,관악구청,2020-12-07
"행운동483",1,서울특별시 관악구,서울특별시 관악구 봉천동 1713,37.479785,126.963763,,한전주,02-879-6781,관악구청,2020-12-07
"행운동484",1,서울특별시 관악구 솔밭로5길 4,서울특별시 관악구 봉천동 148-8,37.479709,126.963492,,건축물,02-879-6781,관악구청,2020-12-07
"행운동485",1,서울특별시 관악구 솔밭로5길 5,서울특별시 관악구 봉천동 148-121,37.479716,126.963300,,,02-879-6781,관악구청,2020-12-07
"행운동486",1,서울특별시 관악구 남부순환로241길 43,서울특별시 관악구 봉천동 148-50,37.479556,126.963125,,,02-879-6781,관악구청,2020-12-07
"행운동487",1,서울특별시 관악구 남부순환로241길 38,서울특별시 관악구 봉천동 148-40,37.479257,126.963011,,한전주,02-879-6781,관악구청,2020-12-07
"행운동488",1,서울특별시 관악구 남부순환로241길 33,서울특별시 관악구 봉천동 148-46,37.479099,126.962834,,,02-879-6781,관악구청,2020-12-07
"행운동489",1,서울특별시 관악구 남부순환로241길 26,서울특별시 관악구 봉천동 148-43,37.478833,126.962701,,한전주,02-879-6781,관악구청,2020-12-07
"행운동490",1,서울특별시 관악구 솔밭로 11-1,서울특별시 관악구 봉천동 1684-24,37.478700,126.962942,,한전주,02-879-6781,관악구청,2020-12-07
"행운동491",1,서울특별시 관악구 남부순환로241길 19,서울특별시 관악구 봉천동 1684-18,37.478593,126.962449,,건축물,02-879-6781,관악구청,2020-12-07
"행운동492",1,서울특별시 관악구 솔밭로 2,서울특별시 관악구 봉천동 1686-9,37.477809,126.962717,,건축물,02-879-6781,관악구청,2020-12-07
"행운동493",1,서울특별시 관악구 솔밭로 2-9,서울특별시 관악구 봉천동 1686-5,37.477875,126.962984,,건축물,02-879-6781,관악구청,2020-12-07
"행운동494",1,서울특별시 관악구 솔밭로 2-9,서울특별시 관악구 봉천동 1686-5,37.477840,126.963149,,,02-879-6781,관악구청,2020-12-07
"행운동495",1,서울특별시 관악구 솔밭로2길 12,서울특별시 관악구 봉천동 1686-18,37.477962,126.963296,,한전주,02-879-6781,관악구청,2020-12-07
"행운동496",1,서울특별시 관악구 솔밭로2길 12,서울특별시 관악구 봉천동 1686-18,37.477951,126.963319,,한전주,02-879-6781,관악구청,2020-12-07
"행운동497",1,서울특별시 관악구 솔밭로2길 6,서울특별시 관악구 봉천동 1686-4,37.477990,126.963229,,한전주,02-879-6781,관악구청,2020-12-07
"행운동498",1,서울특별시 관악구 솔밭로 6,서울특별시 관악구 봉천동 1686-1,37.478087,126.962957,,건축물,02-879-6781,관악구청,2020-12-07
"행운동499",1,서울특별시 관악구 솔밭로2길 7-5,서울특별시 관악구 봉천동 1689-7,37.478201,126.963277,,전용주,02-879-6781,관악구청,2020-12-07
"행운동500",1,서울특별시 관악구 솔밭로4길 10,서울특별시 관악구 봉천동 1689-17,37.478360,126.963442,,한전주,02-879-6781,관악구청,2020-12-07
"행운동501",1,서울특별시 관악구 솔밭로4길 10,서울특별시 관악구 봉천동 1689-17,37.478450,126.963582,,,02-879-6781,관악구청,2020-12-07
"행운동502",1,서울특별시 관악구 솔밭로4길 7,서울특별시 관악구 봉천동 1690-22,37.478553,126.963544,,한전주,02-879-6781,관악구청,2020-12-07
"행운동503",1,서울특별시 관악구 솔밭로 14,서울특별시 관악구 봉천동 1690-7,37.478687,126.963173,,한전주,02-879-6781,관악구청,2020-12-07
"행운동504",1,서울특별시 관악구 솔밭로4길 7-7,서울특별시 관악구 봉천동 1690-14,37.478884,126.963546,,한전주,02-879-6781,관악구청,2020-12-07
"행운동505",1,서울특별시 관악구 솔밭로 20,서울특별시 관악구 봉천동 1690-1,37.479011,126.963551,,전용주,02-879-6781,관악구청,2020-12-07
"행운동506",1,서울특별시 관악구 솔밭로 20,서울특별시 관악구 봉천동 1690-1,37.479134,126.963547,,전용주,02-879-6781,관악구청,2020-12-07
"행운동507",1,서울특별시 관악구 남부순환로247길 102,서울특별시 관악구 봉천동 148-148,37.479558,126.963928,,한전주,02-879-6781,관악구청,2020-12-07
"행운동508",1,서울특별시 관악구 남부순환로247길 102,서울특별시 관악구 봉천동 148-148,37.479291,126.963939,,전용주,02-879-6781,관악구청,2020-12-07
"행운동509",1,서울특별시 관악구 남부순환로247길 100,서울특별시 관악구 봉천동 148-149,37.479137,126.963950,,한전주,02-879-6781,관악구청,2020-12-07
"행운동510",1,서울특별시 관악구 남부순환로247길 95,서울특별시 관악구 봉천동 148-131,37.478901,126.963981,,한전주,02-879-6781,관악구청,2020-12-07
"행운동511",1,서울특별시 관악구 남부순환로247길 92,서울특별시 관악구 봉천동 1690-42,37.478888,126.964241,,건축물,02-879-6781,관악구청,2020-12-07
"행운동512",1,서울특별시 관악구 남부순환로247길 88,서울특별시 관악구 봉천동 1690-48,37.478828,126.964467,,건축물,02-879-6781,관악구청,2020-12-07
"행운동513",1,서울특별시 관악구 남부순환로247길 83,서울특별시 관악구 봉천동 1690-50,37.478719,126.964622,,한전주,02-879-6781,관악구청,2020-12-07
